resultId,raceId,driverId,constructorId,number,GridPosition,position,positionText,Position,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,EventName,circuitId,Abbreviation,nationality,TeamName,QualiTime,CircuitType,QualiDelta
26639,1138,855,15,24,20,15,15,15,0.0,61,\N,\N,47,14,1:37.461,182.472,11,2024,Singapore Grand Prix,15,ZHO,Chinese,Sauber,92.054,street,2.5289999999999964
26640,1138,822,15,77,19,16,16,16,0.0,61,\N,\N,46,17,1:37.524,182.355,11,2024,Singapore Grand Prix,15,BOT,Finnish,Sauber,91.572,street,2.046999999999997
26641,1138,842,214,10,18,17,17,17,0.0,61,\N,\N,46,9,1:36.927,183.478,11,2024,Singapore Grand Prix,15,GAS,French,Alpine F1 Team,91.312,street,1.786999999999992
26642,1138,817,215,3,16,18,18,18,0.0,61,\N,\N,60,1,1:34.486,188.218,11,2024,Singapore Grand Prix,15,RIC,Australian,RB F1 Team,91.08500000000001,street,1.5600000000000023
26643,1138,825,210,20,14,19,19,19,0.0,57,\N,\N,52,13,1:37.425,182.540,3,2024,Singapore Grand Prix,15,MAG,Danish,Haas F1 Team,90.65299999999999,street,1.127999999999986
26644,1138,848,3,23,11,\N,R,20,0.0,15,\N,\N,13,8,1:36.888,183.552,131,2024,Singapore Grand Prix,15,ALB,Thai,Williams,90.474,street,0.9489999999999981
26645,1139,844,6,16,4,1,1,1,25.0,56,1:35:09.639,5709639,39,6,1:37.834,202.861,1,2024,United States Grand Prix,69,LEC,Monegasque,Ferrari,92.74000000000001,power,0.4100000000000108
26646,1139,832,6,55,3,2,2,2,18.0,56,+8.562,5718201,42,5,1:37.763,203.009,1,2024,United States Grand Prix,69,SAI,Spanish,Ferrari,92.652,power,0.32200000000000273
26647,1139,830,9,1,2,3,3,3,15.0,56,+19.412,5729051,42,9,1:38.117,202.276,1,2024,United States Grand Prix,69,VER,Dutch,Red Bull,92.36099999999999,power,0.0309999999999917
26648,1139,846,1,4,1,4,4,4,12.0,56,+20.354,5729993,55,4,1:37.679,203.183,1,2024,United States Grand Prix,69,NOR,British,McLaren,92.33,power,0.0
26649,1139,857,1,81,5,5,5,5,10.0,56,+21.921,5731560,42,7,1:37.883,202.760,1,2024,United States Grand Prix,69,PIA,Australian,McLaren,92.95,power,0.6200000000000045
26650,1139,847,131,63,20,6,6,6,8.0,56,+56.295,5765934,42,3,1:37.656,203.231,1,2024,United States Grand Prix,69,RUS,British,Mercedes,92.97399999999999,power,0.6439999999999912
26651,1139,815,9,11,9,7,7,7,6.0,56,+59.072,5768711,45,13,1:38.514,201.461,1,2024,United States Grand Prix,69,PER,Mexican,Red Bull,93.02000000000001,power,0.6900000000000119
26652,1139,807,210,27,11,8,8,8,4.0,56,+1:02.957,5772596,51,12,1:38.404,201.686,1,2024,United States Grand Prix,69,HUL,German,Haas F1 Team,93.544,power,1.2139999999999986
26653,1139,859,215,30,19,9,9,9,2.0,56,+1:10.563,5780202,54,8,1:38.091,202.330,1,2024,United States Grand Prix,69,LAW,New Zealander,RB F1 Team,93.339,power,1.0090000000000003
26654,1139,861,3,43,15,10,10,10,1.0,56,+1:11.979,5781618,46,2,1:37.611,203.325,1,2024,United States Grand Prix,69,COL,Argentinian ,Williams,94.062,power,1.7319999999999993
26655,1139,825,210,20,8,11,11,11,0.0,56,+1:19.782,5789421,56,10,1:38.210,202.085,1,2024,United States Grand Prix,69,MAG,Danish,Haas F1 Team,93.47399999999999,power,1.1439999999999912
26656,1139,842,214,10,6,12,12,12,0.0,56,+1:30.558,5800197,55,11,1:38.311,201.877,1,2024,United States Grand Prix,69,GAS,French,Alpine F1 Team,93.018,power,0.6880000000000024
26657,1139,4,117,14,7,13,13,13,0.0,55,\N,\N,52,17,1:39.261,199.945,11,2024,United States Grand Prix,69,ALO,Spanish,Aston Martin,93.309,power,0.9789999999999992
26658,1139,852,215,22,10,14,14,14,0.0,55,\N,\N,54,15,1:39.193,200.082,11,2024,United States Grand Prix,69,TSU,Japanese,RB F1 Team,93.506,power,1.176000000000002
26659,1139,840,117,18,13,15,15,15,0.0,55,\N,\N,54,16,1:39.214,200.040,11,2024,United States Grand Prix,69,STR,Canadian,Aston Martin,93.759,power,1.429000000000002
26660,1139,848,3,23,14,16,16,16,0.0,55,\N,\N,54,14,1:39.084,200.302,11,2024,United States Grand Prix,69,ALB,Thai,Williams,94.051,power,1.7210000000000036
26661,1139,822,15,77,16,17,17,17,0.0,55,\N,\N,53,19,1:40.575,197.333,11,2024,United States Grand Prix,69,BOT,Finnish,Sauber,94.152,power,1.8220000000000027
26662,1139,839,214,31,12,18,18,18,0.0,55,\N,\N,53,1,1:37.330,203.912,11,2024,United States Grand Prix,69,OCO,French,Alpine F1 Team,93.59700000000001,power,1.2670000000000101
26663,1139,855,15,24,18,19,19,19,0.0,55,\N,\N,53,18,1:39.272,199.923,11,2024,United States Grand Prix,69,ZHO,Chinese,Sauber,94.22800000000001,power,1.8980000000000103
26664,1139,1,131,44,17,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,20,2024,United States Grand Prix,69,HAM,British,Mercedes,94.154,power,1.823999999999998
26665,1140,832,6,55,1,1,1,1,25.0,71,1:40:55.800,6055800,62,7,1:20.137,193.348,1,2024,Mexico City Grand Prix,32,SAI,Spanish,Ferrari,75.946,power,0.0
26666,1140,846,1,4,3,2,2,2,18.0,71,+4.705,6060505,68,4,1:19.691,194.430,1,2024,Mexico City Grand Prix,32,NOR,British,McLaren,76.26,power,0.31400000000000716
26667,1140,844,6,16,4,3,3,3,16.0,71,+34.387,6090187,71,1,1:18.336,197.794,1,2024,Mexico City Grand Prix,32,LEC,Monegasque,Ferrari,76.265,power,0.3190000000000026
26668,1140,1,131,44,6,4,4,4,12.0,71,+44.780,6100580,31,8,1:20.371,192.785,1,2024,Mexico City Grand Prix,32,HAM,British,Mercedes,76.651,power,0.7049999999999983
26669,1140,847,131,63,5,5,5,5,10.0,71,+48.536,6104336,63,11,1:20.731,191.926,1,2024,Mexico City Grand Prix,32,RUS,British,Mercedes,76.356,power,0.4099999999999966
26670,1140,830,9,1,2,6,6,6,8.0,71,+59.558,6115358,53,13,1:20.872,191.591,1,2024,Mexico City Grand Prix,32,VER,Dutch,Red Bull,76.17099999999999,power,0.22499999999999432
26671,1140,825,210,20,7,7,7,7,6.0,71,+1:03.642,6119442,61,9,1:20.637,192.150,1,2024,Mexico City Grand Prix,32,MAG,Danish,Haas F1 Team,76.886,power,0.9399999999999977
26672,1140,857,1,81,17,8,8,8,4.0,71,+1:04.928,6120728,65,5,1:20.064,193.525,1,2024,Mexico City Grand Prix,32,PIA,Australian,McLaren,77.59700000000001,power,1.6510000000000105
26673,1140,807,210,27,10,9,9,9,2.0,70,\N,\N,69,12,1:20.748,191.885,11,2024,Mexico City Grand Prix,32,HUL,German,Haas F1 Team,76.995,power,1.0490000000000066
26674,1140,842,214,10,8,10,10,10,1.0,70,\N,\N,67,15,1:21.274,190.643,11,2024,Mexico City Grand Prix,32,GAS,French,Alpine F1 Team,76.892,power,0.945999999999998
26675,1140,840,117,18,14,11,11,11,0.0,70,\N,\N,55,16,1:21.311,190.557,11,2024,Mexico City Grand Prix,32,STR,Canadian,Aston Martin,77.294,power,1.347999999999999
26676,1140,861,3,43,16,12,12,12,0.0,70,\N,\N,50,6,1:20.090,193.462,11,2024,Mexico City Grand Prix,32,COL,Argentinian ,Williams,77.55799999999999,power,1.6119999999999948
26677,1140,839,214,31,0,13,13,13,0.0,70,\N,\N,70,10,1:20.659,192.097,11,2024,Mexico City Grand Prix,32,OCO,French,Alpine F1 Team,77.617,power,1.6710000000000065
26678,1140,822,15,77,15,14,14,14,0.0,70,\N,\N,57,14,1:21.085,191.088,11,2024,Mexico City Grand Prix,32,BOT,Finnish,Sauber,77.393,power,1.4470000000000027
26679,1140,855,15,24,19,15,15,15,0.0,70,\N,\N,56,17,1:21.553,189.991,11,2024,Mexico City Grand Prix,32,ZHO,Chinese,Sauber,78.072,power,2.1260000000000048
26680,1140,859,215,30,12,16,16,16,0.0,70,\N,\N,67,3,1:19.502,194.893,11,2024,Mexico City Grand Prix,32,LAW,New Zealander,RB F1 Team,77.162,power,1.2160000000000082
26681,1140,815,9,11,18,17,17,17,0.0,70,\N,\N,70,2,1:19.209,195.614,11,2024,Mexico City Grand Prix,32,PER,Mexican,Red Bull,77.611,power,1.6650000000000063
26682,1140,4,117,14,13,\N,R,18,0.0,15,\N,\N,7,18,1:22.722,187.306,23,2024,Mexico City Grand Prix,32,ALO,Spanish,Aston Martin,77.168,power,1.2220000000000084
26683,1140,848,3,23,9,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,2024,Mexico City Grand Prix,32,ALB,Thai,Williams,76.988,power,1.0420000000000016
26684,1140,852,215,22,11,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,2024,Mexico City Grand Prix,32,TSU,Japanese,RB F1 Team,77.129,power,1.183000000000007
26685,1141,830,9,1,17,1,1,1,26.0,69,2:06:54.430,7614430,67,1,1:20.472,192.767,1,2024,São Paulo Grand Prix,18,VER,Dutch,Red Bull,87.771,power,4.366
26686,1141,839,214,31,4,2,2,2,18.0,69,+19.477,7633907,64,7,1:21.771,189.705,1,2024,São Paulo Grand Prix,18,OCO,French,Alpine F1 Team,84.475,power,1.0699999999999932
26687,1141,842,214,10,13,3,3,3,15.0,69,+22.532,7636962,66,5,1:21.645,189.998,1,2024,São Paulo Grand Prix,18,GAS,French,Alpine F1 Team,89.42,power,6.015000000000001
26688,1141,847,131,63,2,4,4,4,12.0,69,+23.265,7637695,66,6,1:21.645,189.998,1,2024,São Paulo Grand Prix,18,RUS,British,Mercedes,83.578,power,0.17300000000000182
26689,1141,844,6,16,6,5,5,5,10.0,69,+30.177,7644607,60,4,1:21.631,190.030,1,2024,São Paulo Grand Prix,18,LEC,Monegasque,Ferrari,84.525,power,1.1200000000000045
26690,1141,846,1,4,1,6,6,6,8.0,69,+31.372,7645802,67,2,1:21.517,190.296,1,2024,São Paulo Grand Prix,18,NOR,British,McLaren,83.405,power,0.0
26691,1141,852,215,22,3,7,7,7,6.0,69,+42.056,7656486,69,8,1:21.828,189.573,1,2024,São Paulo Grand Prix,18,TSU,Japanese,RB F1 Team,84.111,power,0.7060000000000031
26692,1141,857,1,81,8,8,8,8,4.0,69,+44.943,7659373,69,3,1:21.532,190.261,1,2024,São Paulo Grand Prix,18,PIA,Australian,McLaren,84.686,power,1.281000000000006
26693,1141,859,215,30,5,9,9,9,2.0,69,+50.452,7664882,67,10,1:22.123,188.892,1,2024,São Paulo Grand Prix,18,LAW,New Zealander,RB F1 Team,84.48400000000001,power,1.0790000000000077
26694,1141,1,131,44,14,10,10,10,1.0,69,+50.753,7665183,69,9,1:22.041,189.081,1,2024,São Paulo Grand Prix,18,HAM,British,Mercedes,91.15,power,7.7450000000000045
26695,1141,815,9,11,12,11,11,11,0.0,69,+51.531,7665961,67,11,1:22.143,188.846,1,2024,São Paulo Grand Prix,18,PER,Mexican,Red Bull,88.158,power,4.753
26696,1141,860,210,50,15,12,12,12,0.0,69,+57.085,7671515,64,13,1:22.494,188.042,1,2024,São Paulo Grand Prix,18,BEA,British,Haas F1 Team,91.229,power,7.823999999999998
26697,1141,822,15,77,11,13,13,13,0.0,69,+1:03.588,7678018,67,14,1:22.877,187.173,1,2024,São Paulo Grand Prix,18,BOT,Finnish,Sauber,86.47200000000001,power,3.0670000000000073
26698,1141,4,117,14,9,14,14,14,0.0,69,+1:18.049,7692479,59,12,1:22.293,188.502,1,2024,São Paulo Grand Prix,18,ALO,Spanish,Aston Martin,85.035,power,1.6299999999999955
26699,1141,855,15,24,19,15,15,15,0.0,69,+1:19.649,7694079,65,15,1:23.058,186.765,1,2024,São Paulo Grand Prix,18,ZHO,Chinese,Sauber,92.263,power,8.858000000000004
26700,1141,832,6,55,0,\N,R,16,0.0,38,\N,\N,19,17,1:24.201,184.230,3,2024,São Paulo Grand Prix,18,SAI,Spanish,Ferrari,89.406,power,6.001000000000005
26701,1141,861,3,43,16,\N,R,17,0.0,30,\N,\N,21,18,1:24.296,184.022,3,2024,São Paulo Grand Prix,18,COL,Argentinian ,Williams,91.27,power,7.864999999999995
26702,1141,848,3,23,7,\N,W,18,0.0,0,\N,\N,\N,0,\N,\N,54,2024,São Paulo Grand Prix,18,ALB,Thai,Williams,84.657,power,1.2519999999999953
26703,1141,840,117,18,10,\N,W,19,0.0,0,\N,\N,\N,0,\N,\N,54,2024,São Paulo Grand Prix,18,STR,Canadian,Aston Martin,86.334,power,2.929000000000002
26704,1141,807,210,27,17,\N,D,20,0.0,0,\N,\N,21,16,1:23.764,185.191,2,2024,São Paulo Grand Prix,18,HUL,German,Haas F1 Team,91.623,power,8.218000000000004
26705,1142,847,131,63,1,1,1,1,25.0,50,1:22:05.969,4925969,46,4,1:35.717,233.225,1,2024,Las Vegas Grand Prix,80,RUS,British,Mercedes,92.312,street,0.0
26706,1142,1,131,44,10,2,2,2,18.0,50,+7.313,4933282,41,2,1:35.480,233.803,1,2024,Las Vegas Grand Prix,80,HAM,British,Mercedes,92.56700000000001,street,0.25500000000000966
26707,1142,832,6,55,2,3,3,3,15.0,50,+11.906,4937875,44,5,1:35.875,232.840,1,2024,Las Vegas Grand Prix,80,SAI,Spanish,Ferrari,92.41,street,0.09799999999999898
26708,1142,844,6,16,4,4,4,4,12.0,50,+14.283,4940252,40,3,1:35.674,233.329,1,2024,Las Vegas Grand Prix,80,LEC,Monegasque,Ferrari,92.783,street,0.47100000000000364
26709,1142,830,9,1,5,5,5,5,10.0,50,+16.582,4942551,43,6,1:36.248,231.938,1,2024,Las Vegas Grand Prix,80,VER,Dutch,Red Bull,92.797,street,0.48499999999999943
26710,1142,846,1,4,6,6,6,6,9.0,50,+43.385,4969354,50,1,1:34.876,235.292,1,2024,Las Vegas Grand Prix,80,NOR,British,McLaren,93.00800000000001,street,0.6960000000000122
26711,1142,857,1,81,8,7,7,7,6.0,50,+51.365,4977334,44,13,1:36.598,231.097,1,2024,Las Vegas Grand Prix,80,PIA,Australian,McLaren,93.024,street,0.7120000000000033
26712,1142,807,210,27,9,8,8,8,4.0,50,+59.808,4985777,48,12,1:36.585,231.129,1,2024,Las Vegas Grand Prix,80,HUL,German,Haas F1 Team,93.062,street,0.75
26713,1142,852,215,22,7,9,9,9,2.0,50,+1:02.808,4988777,48,16,1:36.957,230.242,1,2024,Las Vegas Grand Prix,80,TSU,Japanese,RB F1 Team,93.029,street,0.7169999999999987
26714,1142,815,9,11,15,10,10,10,1.0,50,+1:03.114,4989083,42,8,1:36.326,231.750,1,2024,Las Vegas Grand Prix,80,PER,Mexican,Red Bull,94.155,street,1.8430000000000035
26715,1142,4,117,14,16,11,11,11,0.0,50,+1:09.195,4995164,39,10,1:36.553,231.205,1,2024,Las Vegas Grand Prix,80,ALO,Spanish,Aston Martin,94.25800000000001,street,1.9460000000000122
26716,1142,825,210,20,12,12,12,12,0.0,50,+1:09.803,4995772,49,11,1:36.557,231.196,1,2024,Las Vegas Grand Prix,80,MAG,Danish,Haas F1 Team,93.297,street,0.9849999999999994
26717,1142,855,15,24,13,13,13,13,0.0,50,+1:14.085,5000054,46,7,1:36.324,231.755,1,2024,Las Vegas Grand Prix,80,ZHO,Chinese,Sauber,93.566,street,1.2540000000000049
26718,1142,861,3,43,0,14,14,14,0.0,50,+1:15.172,5001141,37,15,1:36.867,230.456,1,2024,Las Vegas Grand Prix,80,COL,Argentinian ,Williams,93.74600000000001,street,1.4340000000000117
26719,1142,840,117,18,18,15,15,15,0.0,50,+1:24.102,5010071,43,18,1:37.179,229.716,1,2024,Las Vegas Grand Prix,80,STR,Canadian,Aston Martin,94.48400000000001,street,2.1720000000000113
26720,1142,859,215,30,14,16,16,16,0.0,50,+1:31.005,5016974,45,17,1:36.980,230.187,1,2024,Las Vegas Grand Prix,80,LAW,New Zealander,RB F1 Team,94.087,street,1.7750000000000057
26721,1142,839,214,31,11,17,17,17,0.0,49,\N,\N,47,9,1:36.511,231.306,11,2024,Las Vegas Grand Prix,80,OCO,French,Alpine F1 Team,93.221,street,0.909000000000006
26722,1142,822,15,77,19,18,18,18,0.0,49,\N,\N,46,14,1:36.601,231.090,11,2024,Las Vegas Grand Prix,80,BOT,Finnish,Sauber,94.43,street,2.118000000000009
26723,1142,848,3,23,17,\N,R,19,0.0,25,\N,\N,21,19,1:38.008,227.773,21,2024,Las Vegas Grand Prix,80,ALB,Thai,Williams,94.425,street,2.1129999999999995
26724,1142,842,214,10,3,\N,R,20,0.0,15,\N,\N,13,20,1:38.314,227.064,5,2024,Las Vegas Grand Prix,80,GAS,French,Alpine F1 Team,92.664,street,0.35200000000000387
26725,1143,830,9,1,2,1,1,1,25.0,57,1:31:05.323,5465323,55,2,1:22.905,235.310,1,2024,Qatar Grand Prix,78,VER,Dutch,Red Bull,80.52,power,0.0
26726,1143,844,6,16,5,2,2,2,18.0,57,+6.031,5471354,53,4,1:23.242,234.357,1,2024,Qatar Grand Prix,78,LEC,Monegasque,Ferrari,80.852,power,0.33200000000000784
26727,1143,857,1,81,4,3,3,3,15.0,57,+6.819,5472142,51,3,1:23.218,234.425,1,2024,Qatar Grand Prix,78,PIA,Australian,McLaren,80.82900000000001,power,0.3090000000000117
26728,1143,847,131,63,1,4,4,4,12.0,57,+14.104,5479427,50,5,1:23.355,234.039,1,2024,Qatar Grand Prix,78,RUS,British,Mercedes,80.575,power,0.05500000000000682
26729,1143,842,214,10,11,5,5,5,10.0,57,+16.782,5482105,56,8,1:23.705,233.061,1,2024,Qatar Grand Prix,78,GAS,French,Alpine F1 Team,81.437,power,0.9170000000000016
26730,1143,832,6,55,7,6,6,6,8.0,57,+17.476,5482799,52,6,1:23.465,233.731,1,2024,Qatar Grand Prix,78,SAI,Spanish,Ferrari,81.041,power,0.5210000000000008
26731,1143,4,117,14,8,7,7,7,6.0,57,+19.867,5485190,57,7,1:23.667,233.167,1,2024,Qatar Grand Prix,78,ALO,Spanish,Aston Martin,81.208,power,0.6880000000000024
26732,1143,855,15,24,12,8,8,8,4.0,57,+25.360,5490683,57,10,1:23.889,232.550,1,2024,Qatar Grand Prix,78,ZHO,Chinese,Sauber,81.501,power,0.9810000000000088
26733,1143,825,210,20,10,9,9,9,2.0,57,+32.177,5497500,55,11,1:24.259,231.528,1,2024,Qatar Grand Prix,78,MAG,Danish,Haas F1 Team,81.387,power,0.8670000000000044
26734,1143,846,1,4,3,10,10,10,2.0,57,+35.762,5501085,56,1,1:22.384,236.798,1,2024,Qatar Grand Prix,78,NOR,British,McLaren,80.77199999999999,power,0.25199999999999534
26735,1143,822,15,77,13,11,11,11,0.0,57,+50.243,5515566,53,13,1:25.533,228.080,1,2024,Qatar Grand Prix,78,BOT,Finnish,Sauber,81.731,power,1.2109999999999985
26736,1143,1,131,44,6,12,12,12,0.0,57,+56.122,5521445,52,9,1:23.865,232.616,1,2024,Qatar Grand Prix,78,HAM,British,Mercedes,81.011,power,0.49099999999999966
26737,1143,852,215,22,14,13,13,13,0.0,57,+1:01.100,5526423,47,17,1:26.144,226.462,1,2024,Qatar Grand Prix,78,TSU,Japanese,RB F1 Team,81.771,power,1.2510000000000048
26738,1143,859,215,30,17,14,14,14,0.0,57,+1:02.656,5527979,46,16,1:26.076,226.641,1,2024,Qatar Grand Prix,78,LAW,New Zealander,RB F1 Team,82.411,power,1.8910000000000053
26739,1143,848,3,23,16,15,15,15,0.0,56,\N,\N,47,14,1:25.559,228.011,11,2024,Qatar Grand Prix,78,ALB,Thai,Williams,82.39,power,1.8700000000000045
26740,1143,807,210,27,18,\N,R,16,0.0,39,\N,\N,33,15,1:25.767,227.458,20,2024,Qatar Grand Prix,78,HUL,German,Haas F1 Team,82.44200000000001,power,1.9220000000000113
26741,1143,815,9,11,9,\N,R,17,0.0,38,\N,\N,31,12,1:25.288,228.735,20,2024,Qatar Grand Prix,78,PER,Mexican,Red Bull,81.425,power,0.9050000000000011
26742,1143,840,117,18,15,\N,R,18,0.0,8,\N,\N,6,18,1:30.935,214.531,130,2024,Qatar Grand Prix,78,STR,Canadian,Aston Martin,81.911,power,1.3910000000000053
26743,1143,861,3,43,19,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,2024,Qatar Grand Prix,78,COL,Argentinian ,Williams,82.594,power,2.073999999999998
26744,1143,839,214,31,20,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,2024,Qatar Grand Prix,78,OCO,French,Alpine F1 Team,82.714,power,2.1940000000000026
26745,1144,846,1,4,1,1,1,1,25.0,58,1:26:33.291,5193291,52,3,1:27.438,217.429,1,2024,Abu Dhabi Grand Prix,24,NOR,British,McLaren,82.595,power,0.0
26746,1144,832,6,55,3,2,2,2,18.0,58,+5.832,5199123,55,5,1:27.765,216.619,1,2024,Abu Dhabi Grand Prix,24,SAI,Spanish,Ferrari,82.824,power,0.2289999999999992
26747,1144,844,6,16,19,3,3,3,15.0,58,+31.928,5225219,51,9,1:28.018,215.996,1,2024,Abu Dhabi Grand Prix,24,LEC,Monegasque,Ferrari,83.30199999999999,power,0.7069999999999936
26748,1144,1,131,44,16,4,4,4,12.0,58,+36.483,5229774,44,2,1:27.278,217.828,1,2024,Abu Dhabi Grand Prix,24,HAM,British,Mercedes,83.887,power,1.2920000000000016
26749,1144,847,131,63,6,5,5,5,10.0,58,+37.538,5230829,56,10,1:28.195,215.563,1,2024,Abu Dhabi Grand Prix,24,RUS,British,Mercedes,83.132,power,0.5370000000000061
26750,1144,830,9,1,4,6,6,6,8.0,58,+49.847,5243138,56,6,1:27.765,216.619,1,2024,Abu Dhabi Grand Prix,24,VER,Dutch,Red Bull,82.945,power,0.3499999999999943
26751,1144,842,214,10,5,7,7,7,6.0,58,+1:12.560,5265851,30,16,1:29.251,213.012,1,2024,Abu Dhabi Grand Prix,24,GAS,French,Alpine F1 Team,82.98400000000001,power,0.38900000000001
26752,1144,807,210,27,7,8,8,8,4.0,58,+1:15.554,5268845,17,14,1:29.152,213.249,1,2024,Abu Dhabi Grand Prix,24,HUL,German,Haas F1 Team,82.886,power,0.2909999999999968
26753,1144,4,117,14,8,9,9,9,2.0,58,+1:22.373,5275664,51,7,1:27.948,216.168,1,2024,Abu Dhabi Grand Prix,24,ALO,Spanish,Aston Martin,83.196,power,0.6009999999999991
26754,1144,857,1,81,2,10,10,10,1.0,58,+1:23.821,5277112,51,4,1:27.690,216.804,1,2024,Abu Dhabi Grand Prix,24,PIA,Australian,McLaren,82.804,power,0.20900000000000318
26755,1144,848,3,23,18,11,11,11,0.0,57,\N,\N,46,18,1:29.438,212.567,11,2024,Abu Dhabi Grand Prix,24,ALB,Thai,Williams,83.821,power,1.225999999999999
26756,1144,852,215,22,11,12,12,12,0.0,57,\N,\N,41,15,1:29.200,213.134,11,2024,Abu Dhabi Grand Prix,24,TSU,Japanese,RB F1 Team,83.419,power,0.8239999999999981
26757,1144,855,15,24,15,13,13,13,0.0,57,\N,\N,56,8,1:27.982,216.085,11,2024,Abu Dhabi Grand Prix,24,ZHO,Chinese,Sauber,83.88,power,1.2849999999999966
26758,1144,840,117,18,13,14,14,14,0.0,57,\N,\N,42,11,1:28.604,214.568,11,2024,Abu Dhabi Grand Prix,24,STR,Canadian,Aston Martin,83.729,power,1.1340000000000003
26759,1144,862,214,61,17,15,15,15,0.0,57,\N,\N,56,13,1:29.121,213.323,11,2024,Abu Dhabi Grand Prix,24,DOO,Australian,Alpine F1 Team,84.105,power,1.5100000000000051
26760,1144,825,210,20,14,16,16,16,0.0,57,\N,\N,57,1,1:25.637,222.002,11,2024,Abu Dhabi Grand Prix,24,MAG,Danish,Haas F1 Team,83.632,power,1.0370000000000061
26761,1144,859,215,30,12,17,17,17,0.0,55,\N,\N,52,12,1:28.751,214.212,5,2024,Abu Dhabi Grand Prix,24,LAW,New Zealander,RB F1 Team,83.47200000000001,power,0.8770000000000095
26762,1144,822,15,77,9,\N,R,18,0.0,30,\N,\N,14,19,1:29.482,212.462,130,2024,Abu Dhabi Grand Prix,24,BOT,Finnish,Sauber,83.20400000000001,power,0.6090000000000089
26763,1144,861,3,43,20,\N,R,19,0.0,26,\N,\N,5,17,1:29.411,212.631,5,2024,Abu Dhabi Grand Prix,24,COL,Argentinian ,Williams,83.912,power,1.3170000000000073
26764,1144,815,9,11,10,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,2024,Abu Dhabi Grand Prix,24,PER,Mexican,Red Bull,83.264,power,0.6689999999999969
